id,sentence,difficulty;;;;;;;;;;;;
"4344,""Nous vivons dans un univers bouleversé par les révolutions scientifiques et technologiques, par de nouvelles pratiques culturelles."",C2";;;;;;;;;;;;
"4345,""Cette indemnité devrait être obligatoire dans toutes les entreprises et collectivités où des salariés la demandent, explique Yoann Rouillac, président d'un groupe de travail sur le vélo."",B2";;;;;;;;;;;;
4346,Je me demande si les fourmis dorment.,A2;;;;;;;;;;;;
4347,Voilà qui serait en effet de nature à simplifier sensiblement débats et controverses.,B2;;;;;;;;;;;;
"4348,""L'idée était de stimuler chez les élèves l'esprit scientifique et les capacités d'expression, de favoriser leur compréhension du monde, et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société (éducation à la santé, au développement durable.)."",C1";;;;;;;;;;;;
"4349,""Les clés sont ici, je les ai trouvées"",B1";;;;;;;;;;;;
"4350,""Le danseur est un sportif de haut niveau, en effet les danseurs sont des athlètes qui doivent avoir un entraînement quotidien."",B2";;;;;;;;;;;;
"4351,""Il se servait du bout de sa patte ainsi que d'une raquette veloutée et frappait juste assez fort pour faire voler, sans lui infliger la moindre meurtrissure, un corps de petite fille."",C2";;;;;;;;;;;;
"4352,""Non, moi plus tard, je ferai des marionnettes comme mon papa."",A2";;;;;;;;;;;;
4353,Pour réussir un entretien il faut écouter avec attention et répondre avec des phrases courtes,B1;;;;;;;;;;;;
"4354,""Le problème va du garçon de café tentant inintelligiblement de communiquer avec des touristes médusés jusque, comme on l'a vu, aux niveaux les plus élevés de la société française"",C2";;;;;;;;;;;;
"4355,""Les gens voulaient fuir le monde, et généralement, là où il y avait beaucoup de monde, c'était les destinations sud."",B1";;;;;;;;;;;;
"4356,""Une dame : Tout le monde aime aller chercher les oeufs. quand y'a pas une poule qui est en train de pondre. [Une poule glousse] Hein, alors on va la laisser pondre, regardez, vous voyez ?"",B1";;;;;;;;;;;;
4357,Le revenu des enfants sous autorité parentale est ajouté à celui du détenteur de l'autorité parentale.,B2;;;;;;;;;;;;
4358,Je me souviens d'une anecdote en particulier.,A2;;;;;;;;;;;;
"4359,""Alors, le mieux pour satisfaire son désir d'achat patriotique, est-ce acheter une Toyota fabriquée dans le Nord de la France ou s'offrir une Renaud sortie de ses usines de Roumanie"",B2";;;;;;;;;;;;
"4360,""Fini les boutiques d'autrefois, adieu les voisins qu'on connaît bien."",B1";;;;;;;;;;;;
"4361,""Depuis la salle panoramique de ce restaurant, la vue sur la ville est magnifique."",B1";;;;;;;;;;;;
"4362,""Au sous-sol, il y a une cave, pour ranger le vin"",B1";;;;;;;;;;;;
4363,Le risque de plagiat?,C1;;;;;;;;;;;;
"4364,""Et, depuis sept ans, la Sorbonne forme des promotions de licenciés ès """"écrivain public, assistant en démarches administratives et en écritures privées"""" qui iront exercer leurs talents dans les multiples secteurs que couvre la profession."",C1";;;;;;;;;;;;
"4365,""A gauche, c'est ma salle de bain, avec vue sur mon jardin"",A2";;;;;;;;;;;;
4366,C'est injuste On ne peut pas le condamner pour la faute qu'il a commise,B1;;;;;;;;;;;;
"4367,""J'étais reconnaissant de l'obligeance qu'on me témoignait ";" mais tantôt ma timidité m'empêchait d'en profiter, tantôt la fatigue d'une agitation sans but me faisait préférer la solitude aux plaisirs insipides que l'on m'invitait à partager."",C2";;;;;;;;;;;
"4368,""Normalement, c'est moi qui fais la cuisine le soir, mais samedi dernier, j'ai fait tout le ménage parce que ma mère était malade."",A2";;;;;;;;;;;;
"4369,""Le grand objet de ces expéditions nocturnes, que Fabrice commandait en chef, était d'aller visiter les lignes dormantes, avant que les pêcheurs eussent entendu l'avertissement donné par les petites clochettes."",C1";;;;;;;;;;;;
"4370,""Et pour cause: les seuls établissements non mixtes de l'Hexagone sont des institutions privées, même si elles ne représentent que 5% environ des écoles, collèges et lycées."",C1";;;;;;;;;;;;
4371,La classe de Mme Gaudé a fait une pièce de théâtre en anglais et la classe de M. Prêche a présenté un spectacle de danse.,A2;;;;;;;;;;;;
"4372,""Et je me demande ce que je vais faire le jour où je pourrai plus faire le spectacle, car c'est ma vie."",A2";;;;;;;;;;;;
"4373,""Certains partirent furibonds, jurant qu'ils ne se soumettraient jamais à un roi trop jeune pour avoir de la barbe au menton"",C2";;;;;;;;;;;;
"4374,""Aux Etats-Unis, des soldats risquent leur vie pour sauver de simples machines."",C2";;;;;;;;;;;;
4375,Son acte serait donc déterminé par une extériorité,C2;;;;;;;;;;;;
"4376,""Et sans doute encore, le romantisme allemand dans lequel ces mouvements de l'esprit vont trouver comme une fluide cristalli- sation ne se présente pas au premier abord comme conscience malheureuse, ainsi que le fait le romantisme français."",C2";;;;;;;;;;;;
"4377,""Tous les matins, il suit la même routine : il commence par se laver le visage avant de prendre une douche."",A2";;;;;;;;;;;;
"4378,""A nos esprits plus clairvoyants, il fait valoir seulement cette lueur exquise d'éternité qui gît au fond de toute souffrance."",C1";;;;;;;;;;;;
"4379,""Les comparaisons entre entreprises restent très difficiles et même si certains outils méthodologiques ont été développés comme l'Intangible Assets Monitor (Sveiby) ou le Balanced Scorecard (Norton et Kaplan), leurs approches restent discutées5"",C2";;;;;;;;;;;;
"4380,""Aujourd'hui, la classe inversée, une innovation pédagogique qui rencontre un succès sans précédent."",C1";;;;;;;;;;;;
4381,Cette notion est très importante.,B2;;;;;;;;;;;;
4382,L'ambiance était détestable dans l'entreprise: j'ai fini par démissionner.,B1;;;;;;;;;;;;
"4383,""Je grimpai jusqu'à mi-pente, démontai et, tenant l'arc à demi bandé, parvins en haut de la colline."",C1";;;;;;;;;;;;
4384,Pourquoi le gouvernement a-t-il décidé une extension du public visé ?,B2;;;;;;;;;;;;
"4385,""Un prêtre, confesseur du marquis del Dongo, eût pu sauver Prina en lui ouvrant la grille de l'église de San Giovanni, devant laquelle on traînait le malheureux ministre, qui même un instant fut abandonné dans le ruisseau, au milieu de la rue ";" mais il refusa d'ouvrir sa grille avec dérision, et, six mois après, le marquis eut le bonheur de lui faire obtenir un bel avancement."",C1";;;;;;;;;;;
"4386,""Chaque année, l'humanité consomme plus de ressources que la Terre ne peut en produire en un an."",A2";;;;;;;;;;;;
"4387,""Selon l'institut, qui s'appuie là sur d'autres études ou recherches, les raisons évoquées peuvent être multiples : """"lassitude"""", """"manque de temps"""", """"difficultés de transport ou insatisfactions liées à l'ambiance""""."",C1";;;;;;;;;;;;
"4388,""Une des originalités de la Fondation est d'impliquer la communauté scientifique dans la création des ressources pédagogiques, l'accompagnement des classes et la formation continue des enseignants."",C2";;;;;;;;;;;;
"4389,""Dans les zones urbaines des pays pauvres, les plats gras et sucrés, peu chers et immédiatement disponibles, concurrencent la nourriture traditionnelle, plus coûteuse et plus longue à préparer."",C1";;;;;;;;;;;;
"4390,""Cette voix, tous les voyageurs la connaissent"",B2";;;;;;;;;;;;
"4391,""Et toi, qu'est-ce que tu as prévu pendant les vacances ?"",B1";;;;;;;;;;;;
"4392,""Ce week-end on était à l'hôtel pour une réunion familiale, bon on hésite quoi, quand on croise les gens dans le couloir, on ne sait pas trop s'il faut porter le masque."",B1";;;;;;;;;;;;
"4393,""Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de sa culture."",B1";;;;;;;;;;;;
4394,Je pars avec ma copine Igora dans le nord du pays faire du camping,A2;;;;;;;;;;;;
4395,On va s'occuper d'elle jusqu'à ce qu'elle aille mieux.,A2;;;;;;;;;;;;
4396,Le Canada se trouve au nord de l'amerique,A1;;;;;;;;;;;;
"4397,""Bien sûr, il ne s'agit pas de travailler mais bien de participer et les séjours sont aussi organisés de manière à se faire plaisir."",B1";;;;;;;;;;;;
"4398,""Pendant les trois années d'études, je vivais déjà chez elle."",A1";;;;;;;;;;;;
"4399,""Vous ne vous rendez pas compte, monsieur, j'ai douze ans et demi, et je n'ai rien fait."",B1";;;;;;;;;;;;
4400,Les dents se trouvent dans la bouche,B1;;;;;;;;;;;;
"4401,""Et cela ne changera pas, tant qu'aucune des élites économiques, administratives et politiques françaises ne sera passée par l'université, pour d'autres cursus que le droit et la médecine, monopoles traditionnels des facs."",C2";;;;;;;;;;;;
"4402,""Les sots font de leur morale une masse compacte et indivisible, pour qu'elle se mêle le moins possible avec leurs actions, et les laisse libres dans tous les détails."",C2";;;;;;;;;;;;
"4403,""Les lois de programmation mentionnées à l'antépénultième alinéa de l'article 34 de la Constitution ont pour objet de déterminer """"les objectifs de l'action de l'État""""."",C2";;;;;;;;;;;;
"4404,""En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans les centres commerciaux"",A2";;;;;;;;;;;;
4405,Monsieur avez-vous vu monsieur de Cyrano ?,A1;;;;;;;;;;;;
"4406,""Il a atteint, il y a quelques heures, la côte indienne où des dégâts et une douzaine de premières victimes sont à déplorer"",B1";;;;;;;;;;;;
"4407,""Lorsqu'il y a un éclair avec des nuages et de la pluie, il risque d'y avoir de la foudre et du tonnerre"",B1";;;;;;;;;;;;
4408,Notre pays a intérêt à développer la culture technique et scientifique.,C2;;;;;;;;;;;;
"4409,""2 à 3 minutes dans l'huile bouillante, et pour les accompagner, notre chef prépare la traditionnelle sauce chien"""" : olgnon, cive, persil, sel, polvre, un peu de thym"",C1";;;;;;;;;;;;
4410,J'ouvre la porte.,A1;;;;;;;;;;;;
4411,On ne se comprend pas du tout.,A2;;;;;;;;;;;;
"4412,""2003, qui leur impose de prendre en charge la fin de vie de leurs appareils."",B1";;;;;;;;;;;;
"4413,""Pareil pour les mathématiques , poursuit-il."",B2";;;;;;;;;;;;
4414,Vous méritez un coup de chapeau pour ce merveilleux spectacle innovant et divertissant !,C1;;;;;;;;;;;;
4415,Idem pour ceux qui les élisent.,B2;;;;;;;;;;;;
"4416,""D'autres instruments ont """"sniffé"""" les gaz à la surface de la comète et la récolte a été bonne. Le robot, qui pèse 100 kg sur la Terre, a une masse d'un gramme sur la comète, a recueilli une mine d'images et de données scientifiques, transmis à la sonde Rosetta qui les a renvoyés sur Terre."",B2";;;;;;;;;;;;
"4417,""Sans parler des cantines d'entreprises, des bistrots branchés, des snacks et des bars de quartier."",B2";;;;;;;;;;;;
4418,Personne ne doit être reçu dans les fortifications par faveur ou par recommandation.,C2;;;;;;;;;;;;
4419,Je commande du poisson avec de la purée.,A1;;;;;;;;;;;;
"4420,""Comme il mettait un grand prix à lui maintenir dans la société la place que son caractère méritait, et dont sa situation semblait l'exclure, il avait invité à souper plusieurs femmes de ses parentes et de ses amies qui avaient consenti à voir Ellénore."",C2";;;;;;;;;;;;
"4421,""Des îles entières se retrouvent recouvertes par les déchets, c'est le cas de l'île Henderson sur laquelle 17 millions de tonnes de déchets se seraient accumulés car l'île est située tout proche d'un tourbillon géant, le gyre du Sud Pacifique."",B2";;;;;;;;;;;;
4422,La longueur est une distance mais une sensation aussi.,A1;;;;;;;;;;;;
"4423,""C'était là le fruit qu'il avait retiré des études astrologiques de son ami l'abbé Blanès, aux prédictions duquel il ne croyait point."",C1";;;;;;;;;;;;
"4424,""Et puis en outre, ça me paraît être un moyen prometteur pour lutter contre les inégalités et le décrochage scolaire."",C2";;;;;;;;;;;;
4425,J'ai oublié de vous dire : elle s'appelle Sarah.,A2;;;;;;;;;;;;
4426,C'est très gentil de sa part !,A2;;;;;;;;;;;;
"4427,""Le frère de Stéphane peut venir les rechercher à l'aéroport le 26/11, mais malheureusement, il a refusé de les y conduire."",A2";;;;;;;;;;;;
"4428,""Joe Biden a dû renoncer mardi à sa candidate pour diriger le budget à la Maison Blanche, Neera Tanden, face à l'opposition de sénateurs-clés, premier revers pour le nouveau président démocrate qui dispose d'une très courte majorité au Congrès."",B2";;;;;;;;;;;;
"4429,""Le précepteur Pangloss était l'oracle de la maison, et le petit Candide écoutait ses leçons avec toute la bonne foi de son âge et de son caractère."",B2";;;;;;;;;;;;
"4430,""il y a du travail, des théâtres, des cinémas, la vie culturelle est riche"",B1";;;;;;;;;;;;
4431,- Mais quoi !,B1;;;;;;;;;;;;
4432,J'aime bien courir le matin en été.,A1;;;;;;;;;;;;
4433,Voudrais-tu te joindre à nous ?,A2;;;;;;;;;;;;
4434,Je fais des exercices d'articulation,B2;;;;;;;;;;;;
"4435,""La trottinette électrique est aussi limitée aux pistes cyclables ou sur la chaussée, entraînant des conflits avec les cyclistes et les automobilistes"",B2";;;;;;;;;;;;
"4436,""Non, ne lisez pas ce texte pour l'instant !"",A2";;;;;;;;;;;;
4437,J'espère qu'on aura du beau temps,A2;;;;;;;;;;;;
"4438,""Mon réveil sonne à six heures et demie, je me rendors pendant un quart d'heure, et je me lève vers sept heures moins le quart"",A1";;;;;;;;;;;;
"4439,""Une fois élu, VGE continue de rajeunir les codes"",C1";;;;;;;;;;;;
4440,Son appartement est loin de l'Université.,A1;;;;;;;;;;;;
"4441,""Dongo, ordinairement d'une avarice exécrable, vint à penser que ses ennemis pourraient bien triompher de la misère de sa soeur."",C1";;;;;;;;;;;;
4442,Mes parents sont divorcés et je vis avec ma mère.,A2;;;;;;;;;;;;
4443,Mes amis américains me disent que je m'exprime sans accent,B2;;;;;;;;;;;;
"4444,""En plus de toutes ces activités, le Salon du Chocolat est également l'endroit rêvé pour découvrir et acheter les chocolats de nombreux artisans chocolatiers du monde entier, réunis en un seul lieu à Paris"",B1";;;;;;;;;;;;
"4445,""Ils héritent à 55 ans, en moyenne."",C1";;;;;;;;;;;;
4446,Votre façon de raconter des histoires est vraiment magnifique.,A2;;;;;;;;;;;;
4447,Elle se laissait aller au bercement des mélodies et se sentait elle-même vibrer de tout son être comme si les archets des violons se fussent promenés sur ses nerfs.,C2;;;;;;;;;;;;
"4448,""Avant de laisser la parole à Monsieur Servat, qui saura mieux que moi parler de lui-même, j'aimerais lui souhaiter la bienvenue dans notre entreprise ainsi que beaucoup de succès dans son travail."",B1";;;;;;;;;;;;
4449,La huitième édition sera la bonne,C1;;;;;;;;;;;;
"4450,""À partir de deux reportages sur les vacances des Français, invitez les apprenants à parler de leurs vacances."",B1";;;;;;;;;;;;
"4451,""Et ce soir, il peut prendre son temps car sa femme et ses enfants vont rentrer tard."",A2";;;;;;;;;;;;
4452,Débuter la journée par un premier repas organisé autour d'une de ces boissons dopantes que l'on sucre peut sembler passablement anecdotique.,C2;;;;;;;;;;;;
"4453,""Et comme la première entrée n'arrivait pas, ils buvaient de temps en temps une gorgée de champagne en grignotant des croûtes arrachées sur le dos des petits pains ronds."",C2";;;;;;;;;;;;
4454,La poitrine désigne aussi les seins d'une femme.,A2;;;;;;;;;;;;
4455,Je suis complétement en sécurité car j'ai une entière confiance en lui.,B1;;;;;;;;;;;;
"4456,""Andrew : mon Dieu, les gens à la table à côté de la nôtre crient."",A2";;;;;;;;;;;;
4457,J'en profite pour me baigner à la rivière avec mes cousins presque tous les jours !,A2;;;;;;;;;;;;
"4458,""Ellénore, en un mot, était en lutte constante avec sa destinée."",B2";;;;;;;;;;;;
"4459,""Loin de faire l'unanimité, le téléphone mobile est souvent comparé à un cordon ombilical qui entrave l'autonomie, maintient la dépendance, infantilise."",B2";;;;;;;;;;;;
4460,J'habite à New-York. Et toi ?,A1;;;;;;;;;;;;
"4461,""Comme support d'échange, ça a été fantastique"",C2";;;;;;;;;;;;
"4462,""Ce système s'inspire de celui contre la désinformation liée aux élections et processus civiques, qui a notamment conduit Twitter à bannir l'ancien président américain Donald Trump."",C1";;;;;;;;;;;;
"4463,""Leurs capacités de déduction et de connexion sont certes développées, leur force mécanique est puissante, leur précision micrométrique, mais les robots restent des machines au service de l'homme."",C2";;;;;;;;;;;;
4464,Je ne veux pas aller au cinéma.,A1;;;;;;;;;;;;
4465,A regarder en VO pour ne rien perdre de ce décalage.,B1;;;;;;;;;;;;
4466,Je veux un chien !,A1;;;;;;;;;;;;
4467,On s'est tout de suite très bien entendues.,A1;;;;;;;;;;;;
"4468,""De plus, l'évolution dans le temps des phénomènes engendre davantage des changements absolus dans les données que des changements relatifs impliquant des modifications du classement des cantons, aspect plus important dans une démarche de comparaison transversale comme la nôtre."",C2";;;;;;;;;;;;
"4469,""Dans son ouvrage, Mitra-Varuna, Dumézil signale qu'aux Indes comme à Rome, il y a deux manières pour le pouvoir viril de s'affirmer : en Varouna et Romulus, dans les Gandharvas et les Luperques, il est agression, rapt, désordre, hybris "; alors la femme apparaît comme un être qu'il faut ravir, violenter ; les Sabines ravies se montrent stériles, on les fouette avec des lanières en peau de bouc, compensant par la violence un excès de violence. Mais Mitra, Numa, les Brahmanes et les Flamines assurent au contraire l'ordre et l'équilibre raisonnable de la cité : alors la femme est liée au mari par un mariage aux rites compliqués et, collaborant avec lui, elle lui assurela domination de toutes les forces femelles de la nature ;" à Rome, si la flamina meurt, le flamen dialis se démet de ses fonctions."",C2";;;;;;;;;
"4470,""Les bars, les boulangeries, les supermarchés, les sites Internet proposent des événements qui animent cette période de l'année qui tombe entre deux moments importants : la rentrée des classes et Noël"",B2";;;;;;;;;;;;
"4471,""Dès sa descente de voiture, au premier plan de ce résumé fictif de leur vie domestique que les maîtresses de maison prétendent offrir à leurs invités les jours de cérémonie et où elles cherchent à respecter la vérité du costume et celle du décor, Swann prit plaisir à voir les héritiers des """"Tigres"""" de Balzac, les grooms, suivants ordinaires de la promenade, qui, chapeautés et bottés, restaient dehors devant l'hôtel sur le sol de l'avenue, ou devant les écuries, comme des jardiniers auraient été rangés à l'entrée de leurs parterres."",C2";;;;;;;;;;;;
4472,Francis ne viendra pas en cours aujourd'hui.,A1;;;;;;;;;;;;
4473,Je te présente Marie.,A1;;;;;;;;;;;;
"4474,""Elle a les yeux pleins de larmes, et quand je m'approche d'elle pour lui prendre la main, elle recule."",B1";;;;;;;;;;;;
4475,Le chef cuisine des spécialités de la région avec des produits de saison.,B1;;;;;;;;;;;;
"4476,""Mais, ce soir-là, Quentin était sorti"",B1";;;;;;;;;;;;
4477,Vous aimez le sport ?,A1;;;;;;;;;;;;
4478,Il croit que nous avons raison.,A1;;;;;;;;;;;;
"4479,""Face à eux, les forces de sécurité ont été déployées en nombre."",B2";;;;;;;;;;;;
"4480,""J'achète un livre, un pantalon et une nouvelle lampe pour ma chambre."",A1";;;;;;;;;;;;
"4481,""John Keogak, 45 ans, chasseur à Sachs Harbour, reconnaît l'impact médiatique de la mesure, mais entretient peu d'illusions sur son efficacité."",C1";;;;;;;;;;;;
4482,On fait réparer ses chaussures,A1;;;;;;;;;;;;
4483,L'ascenseur est en panne.,A2;;;;;;;;;;;;
"4484,""Là, d'un coup, c'était constant"",A2";;;;;;;;;;;;
4485,Ça ne marche pas.,A1;;;;;;;;;;;;
4486,Le problème c'est que quand ils arrivent dans le monde du travail y a pas de respect.,A2;;;;;;;;;;;;
"4487,""Soit x une courbe relative sur une base s, on definit, pour tout faisceau inversible relatif l sur x, un faisceau inversible sur s canonique."",C2";;;;;;;;;;;;
"4488,""Les jeunes beaux se pavanaient au parquet, étalant, dans l'ouverture de leur gilet, leur cravate rose ou vert pomme ";" et Mme Bovary les admirait d'en haut, appuyant sur des badines à pomme d'or la paume tendue de leurs gants jaunes."",C1";;;;;;;;;;;
"4489,""Pour pallier le manque de compétences transversales, la créativité dans les salles de classe de tous âges pourrait être le fait des élèves eux-mêmes, en devenant des """"proconsommateurs"""" - producteurs et consommateurs - de connaissances."",C2";;;;;;;;;;;;
4490,Montrant un gentilhomme qui va et vient dans la salle comme s'il cherchait quelqu'un.,B1;;;;;;;;;;;;
"4491,""Vous prônez une ouverture de l'école sur le monde d'aujourd'hui, je suis tout à fait d'accord avec vous."",A2";;;;;;;;;;;;
4492,L'intervalle entre les deux séances est trop long.,B1;;;;;;;;;;;;
"4493,""Dites-lui qu'un pauvre berger lui souhaite le bonjour, et qu'il le prie de le secourir ."""""",A2";;;;;;;;;;;;
4494,Tu remplissais le pot d'eau et tu mettais des glaçons à congeler dans le congélateur du sous-sol.,B1;;;;;;;;;;;;
4495,Les bévues du marquis del Dongo scandalisaient les employés et même arrêtaient la marche des affaires.,B2;;;;;;;;;;;;
"4496,""Elles enragent souvent de cette horloge biologique implacable, mais peut-être sont-elles ainsi mieux préparées qu'eux à vieillir, du moins celles qui ne s'épuisent pas dans une vaine quête de l'éternelle jeunesse."",C1";;;;;;;;;;;;
4497,La journée n'est pas fini pour Théo qui doit rentrer à la maison pour faire ses devoirs,A2;;;;;;;;;;;;
"4498,""S'il était à l'origine destiné à surveiller le bétail, il est doux avec les enfants."",B1";;;;;;;;;;;;
4499,Le couple a très vite su ce qu'il voulait demander comme souhaits à la fée.,B1;;;;;;;;;;;;
"4500,""Mais elle prenait ses racines dans la quête forcenée que les habitants d'un petit cap tempéré de l'Asie menèrent pour des produits lointains, surtout tropicaux."",C2";;;;;;;;;;;;
"4501,""Il exécrait le comte Pietranera, son beau-frère, lequel, n'ayant pas cinquante louis de rente, osait être assez content, s'avisait de se montrer fidèle à ce qu'il avait aimé toute sa vie, et avait l'insolence de prôner cet esprit de justice sans acception de personnes, que le marquis appelait un jacobinisme infâme."",C2";;;;;;;;;;;;
4502,Un arrêté préfectoral indique pour chaque commune le mode de scrutin ainsi que le nombre des délégués et suppléants à élire.,C1;;;;;;;;;;;;
4503,Je n'ai pas bien compris.,A1;;;;;;;;;;;;
"4504,""Elle vivait dans un château voisin d'une de nos terres, mécontente et retirée, n'ayant que son esprit pour ressource, et analysant tout avec son esprit."",C1";;;;;;;;;;;;
4505,À bientôt.,A1;;;;;;;;;;;;
4506,On aura beaucoup de travail jusqu'au mois de mai.,A2;;;;;;;;;;;;
4507,Venez ici.,A1;;;;;;;;;;;;
"4508,""Sa langue s'embarrasse, se dit en parlant d'une personne devenue incapable d'articuler distinctement."",C1";;;;;;;;;;;;
"4509,""Leur vue parut frapper si vivement l'adjudant sousofficier, qu'aussitôt il changea de pensée, et se mit à interroger aussi le domestique."",C1";;;;;;;;;;;;
4510,Elle est devenue une règle du fonctionnement social.,B2;;;;;;;;;;;;
"4511,""Par exemple, on peut aborder la notion d'algorithmique avec une recette de cuisine, ou s'initier à la cryptographie avec des boîtes, des cadenas et des clés , explique David Wilgenbus."",C2";;;;;;;;;;;;
"4512,""Prenez votre temps, laissez-vous guider et surtout prenez du plaisir."",B1";;;;;;;;;;;;
"4513,""Mais le lendemain elle riait comme la veille : c'étaient les doléances de la marquise, sa bellesoeur, qui produisaient ces impressions sombres sur cette âme naturellement si agissante."",C1";;;;;;;;;;;;
"4514,""La droite voudrait préserver les restes de notre triple héritage, quitte à les adapter car, disait Churchill, il faut savoir couper les arbres pour que la forêt soit plus belle."",C2";;;;;;;;;;;;
4515,Il jouait au jokari avec un ami.,B1;;;;;;;;;;;;
"4516,""Avec son allure, il donne l'impression d'être le maître du monde."",A2";;;;;;;;;;;;
4517,L'image d'un robot esclave n'est pas neuve! Les progrès présents et promis inquiètent certaines personnes qui redoutent d'être supplantées par des machines.,B2;;;;;;;;;;;;
4518,Ce n'est pas juste.,A1;;;;;;;;;;;;
"4519,""Au deuxième étage, il y a un bureau et deux chambres, dont la sienne"",B1";;;;;;;;;;;;
"4520,""Grâce aux progrès réalisés dans le domaine des biotechnologies depuis les années 1970, des usages à un niveau plus """"fondamental"""" sont possibles, à l'échelle non seulement infracellulaire, mais infranucléaire des organismes : les usages directs de leurs génomes."",C2";;;;;;;;;;;;
4521,Rangez-vous sur le bas côté et éteignez votre moteur !,B1;;;;;;;;;;;;
"4522,""L'oisillon ne les écouta pas et s'endormit, contre son nouvel ami."",B1";;;;;;;;;;;;
"4523,""Aujourd'hui, je ne sors pas parce qu'il y a une tempête de neige."",A2";;;;;;;;;;;;
4524,tu n'es pas trop adroit !,B1;;;;;;;;;;;;
"4525,""Combien coûte un kilo d'oranges, s'il vous plaît ?"",A1";;;;;;;;;;;;
"4526,""Cette quête de l'altérité zonale laissa au milieu du XXe une marque géographique frappante: lorsque s'imposa l'idée de Tiers Monde, il s'avéra que les pays sous-développés étaient alors très majoritairement situés dans la zone intertropicale, le Sud."",C2";;;;;;;;;;;;
"4527,""A l'intérieur de ma maison, il y a un grand salon avec une table et quatre chaises pour accueillir mes amis"",A2";;;;;;;;;;;;
4528,Tu es fatigué en hiver?,A2;;;;;;;;;;;;
"4529,""Ce triomphe, dont le marquis jouissait avec une insolence rare, ne dura que quelques mois, et fut suivi d'un revers humiliant."",C1";;;;;;;;;;;;
4530,Elles étaient très amies mais l'une des deux est partie en Suède.,A2;;;;;;;;;;;;
"4531,""Jean-Philippe Viriot-Durandal, maître de conférences en sociologie à l'université de Franche-Comté, en est convaincu."",B2";;;;;;;;;;;;
4532,Ils parlent encore mieux le français que nous,B1;;;;;;;;;;;;
4533,Bradford annonce alors un jour de remerciement à Dieu,B2;;;;;;;;;;;;
"4534,""Toutes les autres affections ont besoin du passé : l'amour crée, comme par enchantement, un passé dont il nous entoure."",C2";;;;;;;;;;;;
"4535,""Une vieille dame : Ça m'a rappelé l'enfance, ça m'a rappelé beaucoup de choses, parce que moi j'allais en vacances dans une ferme"",B1";;;;;;;;;;;;
